31.75
33.31
34.86
36.41
37.94
39.46
40.97
42.45
43.90
45.32
46.72
48.07
49.39
50.66
51.89
53.07
54.20
55.28
56.29
57.25
58.15
58.98
59.75
60.45
61.08
61.64
62.13
62.55
62.89
63.16
63.35
63.46
63.50
63.46
63.35
63.16
62.89
62.55
62.13
61.64
61.08
60.45
59.75
58.98
58.15
57.25
56.29
55.28
54.20
53.07
51.89
50.66
49.39
48.07
46.72
45.32
43.90
42.45
40.97
39.46
37.94
36.41
34.86
33.31
31.75
30.19
28.64
27.09
25.56
24.04
22.53
21.05
19.60
18.18
16.78
15.43
14.11
12.84
11.61
10.43
9.30
8.22
7.21
6.25
5.35
4.52
3.75
3.05
2.42
1.86
1.37
0.95
0.61
0.34
0.15
0.04
0.00
0.04
0.15
0.34
0.61
0.95
1.37
1.86
2.42
3.05
3.75
4.52
5.35
6.25
7.21
8.22
9.30
10.43
11.61
12.84
14.11
15.43
16.78
18.18
19.60
21.05
22.53
24.04
25.56
27.09
28.64
30.19
